_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"K.8341","P397591","304170","","","","","K.9136 + K.13332","","Fragment of a clay tablet, 5 + 7 lines of inscription. Neo-Assyrian. Fragment of th upper portion. Fragment of a historical inscription. Mention is made of Babylon.","5,39","3,17","","Kuyunjik","","","WGL 09511","","",""
"K.8359","P394521","304130","","","","","K.2571 + K.3910 + K.9498 + K.9704 + K.10360 + K.11932 + K.13805 + K.11798","","Fragment of a clay tablet, 19 lines of inscription. Neo-Assyrian.Upper portion of reverse. Fragment of a text containing Sumero-Akkadian incantations and directions for ceremonies.","8,89","7,62","","Kuyunjik","","","WGL 09513","","",""
"K.8382","P247828","303981","","","","BTT pl. 50, 39","","","Fragment of a clay tablet, 3 + 3 columns of inscription. Neo-Assyrian. Right-hand corner. Part of an explanatory list of names of the temples of various cities.","6,98","2,85","","Kuyunjik","","","WGL 09891","","",""
"K.8417","P395788","303823","K.8417","","","","K.4918 + K.5125 + K.5233 + K.5145 + K.5342 + K.6046 + K.13426 + K.13519 + K.17835 + K.21847 + K.5004 + K.5029 + K.5275 + K.13556","","Fragment of a clay tablet, 4 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of an incantation with a interlinear Assyrian version.","1,58","2,54","","Kuyunjik","","","WGL 09840","","",""
"K.8418","P397617","303822","","","","","","","Fragment of a clay tablet, 5 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a religious text with an interlinear Assyrian version.","2,85","1,58","","Kuyunjik","","","WGL 09862","","",""
"K.8420","P397619","303818","","","","","","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a hymn with an interlinear Assyrian version. Duplicate of K. 4618.","0,95","4,12","","Kuyunjik","","","WGL 09529","","",""
"K.8421","P395774","303815","K.8421","","","","K.4900 + K.4949 + K.5331 + K.5367 + K.13515 + K.5197.b + K.12642 + K.13496 + K.18121 + K.17627 + K.5085 + K.20383 + K.17680 + K.21190","","Fragment of a clay tablet, 7 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a text containing incantations with an interlinear Assyrian version. Parallel to K. 1283.","1,27","3,49","","Kuyunjik","","","WGL 09529","","",""
"K.8424","P393877","303808","K.8424","","","","K.1284 + K.14230 + K.17955","","Fragment of a clay tablet, 6 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a text containing incantations with an interlinear Assyrian version.","1,27","2,85","","Kuyunjik","","","WGL 09529","","",""
"K.8426","P397622","303738","","","","","","","Fragment of a clay tablet, 6 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of an incantation with an interlinear Assyrian version. Duplicate of K. 4961","1,9","2,22","","Kuyunjik","","","WGL 09529","","",""
"K.8427","P397623","303765","","","","","","","Fragment of a clay tablet, 3 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of an incantation text with an interlinear Assyrian version.","1,9","2,22","","Kuyunjik","","","WGL 09526 ₤ WGL 10167","","",""
"K.8428","P397624","303764","","","","","","","Fragment of a clay tablet, 7 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a religious text with an interlinear Assyrian version.","1,27","3,49","","Kuyunjik","","","WGL 09529","","",""
"K.8443","P397631","303745","","","","","","","Fragment of a clay tablet, 8 lines of inscription. Neo-Assyrian.Right-hand corner. Fragment of a text containing incantations with an inter-linear Assyrian version, similar to those of K. 4979.","7,62","5,08","","Kuyunjik","","","WGL 09528","","",""
"K.8455","P238730","303570","","bil rel","lower edge","","","","Fragment of a clay tablet, 8 lines of inscription. Late Babylonian.Fragment of the lower portion. Fragment of a religious text with an interlinear Assyrian version.","6,35","5,08","","Kuyunjik","NB","","WGL 09526","","",""
"K.8460","P397496","303563","","","","UFBG ('Gira 11')","K.8115 + K.10590","","Fragment of a clay tablet, 15 lines of inscription. Neo-Assyrian.Fragment of the left half. Incantations some of which have an interlinear Assyrian version.","4,44","8,89","","Kuyunjik","","","WGL 09527","","",""
"K.8479","P238735","303504","","hist","royal inscription;upper left part of obverse","","","","Fragment of a clay tablet, 12 lines of inscription. Late Babylonian. Fragment from the middle. Fragment of a historical inscription. Sharp, IX","5,08","7,62","","Kuyunjik","NB","","WGL 09530","","",""
"K.8492","P395460","303483","K.8492","","","","K.4247 + K.13760 + K.15375 + 1881,0204.382","","Fragment of a clay tablet, 28 + 10 lines of inscription. Neo-Assyrian. Fragment from the left half. Fragment of a prayer.","4,44","8,57","","Kuyunjik","","","WGL 08915","","",""
"K.8514","P397664","303389","","","","","","","Fragment of a clay tablet, 8 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a religious text with an interlinear Assyrian version. Duplicate of K. 8646.","5,71","3,49","","Kuyunjik","","","WGL 09527","","",""
"K.8580","P397686","303212","","","","","","","Fragment of a clay tablet, 9 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a mythological text. Mention is made of various cities.","5,08","2,54","","Kuyunjik","","","WGL 09460","","",""
"K.8628","P395943","303144","","","","","K.5221","","Fragment of a clay tablet, 6 lines of inscription. Neo-Assyrian.Fragment of the right half. Fragment of a religious text with an interlinear Assyrian version.","5,39","3,81","","Kuyunjik","","","WGL 09518","","",""
"K.8630","P238746","303141","","astrological;or astronomical ?","upper left part","","","","Fragment of a clay tablet, 6 + 8 lines of inscription. Late Babylonian. Lower portion, left half. Part of an astrological (?) text.","6,35","5,08","","Kuyunjik","NB","","WGL 09548","","",""
"K.8635","P238748","303132","","bil inc","utukkū lemnūtu;lower left part (heavily burnt).-> Geller (2003): UDUG.HUL tablet 5 ll. 143-147; (+) K. 08508.","","","","Fragment of a clay tablet, 10 lines of inscription, other side obliterated. Late Babylonian. Left-hand corner. Part of an incantation-text with an interlinear Assyrian version.","5,71","5,08","","Kuyunjik","NB","","WGL 09534","","",""
"K.8646","P397715","303121","","","","","","","Fragment of a clay tablet, 9 lines of inscription. Neo-Assyrian.Fragment from the right half. Fragment of a religious text with an interlinear Assyrian version. For a duplicate see K. 8514.","5,71","5,08","","Kuyunjik","","","WGL 09535","","",""
"K.8663","P397723","303104","","","","","","","Fragment of a clay tablet, Akkadian hymn, probably to Nanna-Sin, 2 + 1 columns of inscription. Neo-Assyrian. Left half. Fragment of a hymn probably written for an Assyrian king.","11,43","10,47","","Kuyunjik","","","WGL 09535 ₤ WGL 09536","","",""
"K.8666","P238752","303101","","rit - colophon","see Reiner, JNES 26 (1967) 191 n. 15upper part of a 1 column tablet (heavily burnt at the break);catchline: *i-na ITU*.GAN TA UD.1.KAM EN UD.30.KAM *LÚ.TUR Ù.TU*.","","","","Fragment of a clay tablet, 19 + 15 lines of inscription. Late Babylonian. Upper portion. Fragment of a text containing directions for ceremonies and rites.","5,71","8,25","","Kuyunjik","NB","","WGL 09538","","",""
"K.8718","P238779","303027","","rit inc","lamaštu ritual (lower right part);-> Geers, Heft Am p. 116: Lamaštu tablet ""C"" (obv. 59 - rev. 11), as well as the Babylonian fragments K. 08736 and 83-1-18, 465 (ll. 38-, 52-rev.); dupl. K. 08154 (III 53-60, IV) (Assyrian) and K. 0132 (IVR 55) (Assyrian).Sm. 1266 l. 1': ÉN d.DIM10.ME DUMU<.MUNUS> d.a-nim mu-[...], l. 4': [K]U? hal-pa-a šu-ri-pu ana ŠU.*II-[...], l. 5': PÀD.DA DINGIR.RE.E.NE É.E-x[...], l. 6': [_]x-šá ana UGU GAB-šú u ŠÀ-šú [...]; ...","Geers Heft Am p. 126 (Sm. 1266)","SM.1266","","Fragment of a clay tablet, 20 lines of inscription. Late Babylonian. Right half, lower portion of reverse. Fragment of a text containing incantations and directions for ceremonies.","6,35","8,57","","Kuyunjik","NB","","WGL 09539","","",""
"K.8720","P397733","303025","","","","","","","Fragment of a clay tablet, 2 columns + 2 lines of inscription. Neo-Assyrian. Upper portion, right half. Part of an explanatory list similar to that of Sm. 2052.","6,98","8,89","","Kuyunjik","","","WGL 09547","","",""
"K.8728","P238371","303014","","joined to K. 05168","(cf. Lambert, Fs. Albright, 1971, 353 (K. 08728))","","K.5168 + K.6099 + K.13412 + K.13949 + K.16931 + K.5171 + K.13935 + K.5354 + K.10728 + K.11219 + K.5703.a","","Fragment of a clay tablet, 13 + 14 lines of inscription. Late Babylonian. Fragment of the left half. Fragment of a hymn with an interlinear Assyrian version.","3,17","5,71","","Kuyunjik","NB","","WGL 09537","","",""
"K.8733","P238785","303009","","joined to K. 05160+","Maul, Herzberuhigungsklagen, 1988, 366-369 (Ešh n 115) (K. 08733+ 18711)","Maul, Herzberuhigungsklagen, 1988, pl. 59 (K. 08733 + 18711)[CDLI: Maul, Herzberuhigungsklagen, 1988, pl. 59, Maul, Herzberuhigungsklagen, 1988, 366-369 (Es'h n 115)]","K.18711","","Fragment of a clay tablet, 11 lines of inscription. Late Babylonian. Fragment of the upper portion. Fragment of a religious text with an interlinear Assyrian version.","5,08","3,81","","Kuyunjik","NB","","WGL 09538 ₤ WGL 10163","","",""
"K.8758","P397741","302985","","","","","","","Fragment of a clay tablet, 14 + 10 lines of inscription. Neo-Assyrian. Upper portion. Fragment of a text containing incantations, some of which have an interlinear Assyrian version.","5,08","6,98","","Kuyunjik","","","WGL 09549","","",""
"K.8765","P397745","327126","","","","","","","Fragment of a clay tablet, 9 + 4 lines of inscription, Old Babylonian. Upper half. Fragment of a religious text.","6,98","6,35","","Kuyunjik","","","WGL 09562","","",""
"K.8795","P397761","302927","","","","","","","Fragment of a clay tablet, 11 + 10 lines of inscription, Old Babylonian. Lower portion, left half. Fragment of a religious ? text.","7,62","7,62","","Kuyunjik","","","WGL 09555","","",""
"K.8804","P397765","302915","","","","","","","Fragment of a clay tablet, 8 lines of inscription. Neo-Assyrian.Upper portion, left half. Fragment of a hymn.","4,76","4,44","","Kuyunjik","","","WGL 09550","","",""
"K.8831","P397780","302888","","","","","","","Fragment of a clay tablet, 14 lines of inscription, other side obliterated. Neo-Assyrian. Right-hand corner. Part of an incantation text with an interlinear Assyrian version.","3,81","4,76","","Kuyunjik","","","WGL 09552","","",""
"K.8851","P357097","327125","","","","","K.4755 + K.9771","","Fragment of a clay tablet, 12 + 12 lines of inscription, Old Babylonian. Fragment from the right half. Fragment of a religious text.","7,62","10,16","","Kuyunjik","","","WGL 09562","","",""
"K.8876","P236954","302829","","joined to K. 02920+","(Reiner - Pingree, BPO II, 1981, 60-61 (text 10))","","K.2920 + 1881,0727.208 + K.12242 + K.9527 + K.3604 + K.15582 + K.12117 + K.12136","","Fragment of a clay tablet, 12 lines of inscription. Late Babylonian. Fragment from the middle. Astrological forecasts taken from observations of various stars.","3,17","5,71","","Kuyunjik","NB","","WGL 09679","","",""
"K.8919","P397803","278286","","","","","","","Fragment of a clay tablet, 8 lines of inscription. Neo-Assyrian.","6,98","7,62","","Kuyunjik","","","WGL 09089","","",""
"K.8930","P397810","302769","","","","","","","Fragment of a clay tablet, 16 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a text containing incantations, prayers and directions for ceremonies.","6,35","6,35","","Kuyunjik","","","WGL 09555","","",""
"K.8966","P397831","302733","","","","","","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a astrological text.","3,81","5,08","","Kuyunjik","","","WGL 09565","","",""
"K.8977","P395914","302723","","","","","K.5152 + K.6942 + SM.881","","Fragment of a clay tablet, 11 lines of inscription. Neo-Assyrian.Fragment from the middle. Incantations with an interlinear Assyrian version.","3,49","4,44","","Kuyunjik","","","WGL 09566","","",""
"K.9023","P397868","327122","","","","","","","Fragment of a clay tablet, 14 lines of inscription. Late Babylonian. Fragment from the left half. Part of an inscription of a Babylonian king.","3,81","6,35","","Kuyunjik","","","WGL 09635","","",""
"K.9033","P395682","302669","","","","","K.4653","","Fragment of a clay tablet, 5 lines of inscription. Neo-Assyrian.Fragment of the upper portion of one side. Fragment of a religious text.","6,35","3,81","","Kuyunjik","","","WGL 09570","","",""
"K.9041","P238831","302662","","Sum inc","Sumerian incantation;","","","","Fragment of a clay tablet, 7 lines of inscription. Late Babylonian.Left-hand corner. Fragment of a Sumero-Akkadian incantation text.","4,12","3,49","","Kuyunjik","NB","","WGL 09568","","",""
"K.9044","P397879","302659","","","","","","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment of the right half. Fragment of a religious or incantation text with an interlinear Assyrian version.","5,71","5,08","","Kuyunjik","","","WGL 09571","","",""
"K.9054","P418256","302648","","","","RIME 4.03.06.add21, ex. 02; Bergmann, Eugen, Eugen, Codex Hammurapi 46, ex. 02; BA 3, 505, 495-496","K.4223 + K.13979 + K.11795","","Fragment of a clay tablet, 15 lines of inscription. Neo-Assyrian.Fragment of the right half. Part of an omen-text.","2,54","5,71","","Kuyunjik","","","WGL 09147","","",""
"K.9077","P397896","302627","","","","","","","Fragment of a clay tablet, 8 lines of inscription. Neo-Assyrian.Fragment of the lower portion. Part of an incantation text.","6,03","3,81","","Kuyunjik","","","WGL 09574","","",""
"K.9080","P397899","302624","","","","","K.239 + K.3261 + K.2509","","Fragment of a clay tablet, 9 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a Sumero-Akkadian incantation-text.","4,44","3,17","","Kuyunjik","","","WGL 09574","","",""
"K.9098","P238835","302606","","astr omens","Reiner - Pingree, BPO II, 1981, 50-51 (text 8)EAE 50 (?) (Venus);fragment of reverse","","","","Fragment of a clay tablet, 6 lines of inscription. Late Babylonian.Fragment from the middle. Part of an astrological text containing observations of various stars.","4,12","5,08","","Kuyunjik","NB","","WGL 09575","","",""
"K.9201","P397966","302505","","","","","","","Fragment of a clay tablet, 2 columns of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a religious text.","5,08","6,35","","Kuyunjik","","","WGL 09578","","",""
"K.9234","P418261","302472","","","","","K.6686","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Right half, lower portion of reverse. Fragment of an astrological text.","2,85","6,35","","Kuyunjik","","","WGL 09580","","",""
"K.9292","P398021","302414","","","","","1882,0522.551","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment from the middle. Part of an incantation text with an interlinear Assyrian version.","4,44","4,44","","Kuyunjik","","","WGL 09244","","",""
"K.9300","P398025","302406","","","","","K.9331","","Fragment of a clay tablet, 9 lines of inscription. Neo-Assyrian.Left-hand corner. Fragment of a hymn in the form of a litany, part of which has an interlinear Assyrian version.","6,03","4,44","","Kuyunjik","","","WGL 09863","","",""
"K.9301","P398026","302405","","","","","","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment of the right half. End of a religious text with an interlinear Assyrian version.","3,81","5,71","","Kuyunjik","","","WGL 09586","","",""
"K.9302","P397231","302404","","","","UFBG ('Marduk 2', 'Lugalirra 2', 'Lugalirra 3', 'Nusku 2', 'Nusku 4')","K.7664 + K.9494","","Fragment of a clay tablet, 23 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a text containing incantations, with an interlinear Assyrian version, and directions for ceremonies.","3,81","6,98","","Kuyunjik","","","WGL 09629","","",""
"K.9304","P398028","302402","","","","","","","Fragment of a clay tablet, 12 lines of inscription. Neo-Assyrian.Fragment from the middle. Fragment of a text containing incantations, with an interlinear Assyrian version, prayers and directions for ceremonies. Duplicate of K. 2550.","5,39","5,39","","Kuyunjik","","","WGL 09629","","",""
"K.9305","P398029","302401","","","","","","","Fragment of a clay tablet, 12 lines of inscription. Neo-Assyrian.Fragment from the middle. Portion of hymn in the form of an litany with an interlinear Assyrian version.","5,08","5,39","","Kuyunjik","","","WGL 09629 ₤ WGL 09863","","",""
"K.9307","P398031","302399","","","","","","","Fragment of a clay tablet, 5 lines of inscription. Neo-Assyrian.Fragment of the left half. Fragment of a religious text with an interlinear Assyrian version.","2,54","5,71","","Kuyunjik","","","WGL 09630","","",""
"K.9311","P398034","302395","","","","","","","Fragment of a clay tablet, 10 lines of inscription. Neo-Assyrian.Fragment of the right half. Part of an incantation-text with an interlinear Assyrian version.","5,08","5,71","","Kuyunjik","","","WGL 09630","","",""
